Transaction ID,Sender Name,Sender UPI ID,Receiver Name,Receiver UPI ID,Amount (INR),Status,fraudulent,Hour,Day,Month,Year
e6e1b2ff-ec11-4619-8e1a-eb187d54c2c8,Heer Keer,3701252089@okhdfcbank,Krish Bir,9600006502@oksbi,6561.5,FAILED,1,21,20,6,2024
44d38ad6-db53-4d1d-b615-f66d27d46cee,Fateh Batta,1597976626@okybl,Advika Chaudhuri,4159262577@okhdfcbank,7055.4,FAILED,1,13,13,6,2024
f1442c51-d71f-47ee-a791-418e9f1e60e0,Manikya Bajaj,2138879594@okaxis,Anya Sampath,3133625133@okaxis,215.98,FAILED,1,20,5,6,2024
83545250-ff28-46ee-8dad-bc49faac114e,Lakshit Manne,2364175922@okaxis,Hridaan Datta,3740949242@okhdfcbank,5003.41,SUCCESS,0,11,2,7,2024
e319ed8c-e82c-4423-bce7-ff5a4df70032,Zain Babu,1610879285@okaxis,Vedika Mani,1638507782@okhdfcbank,5599.24,FAILED,1,4,11,6,2024
117ab6c8-6439-431b-a03b-c8d9942d94ae,Suhana Saini,3470805227@okhdfcbank,Taran Mall,4377662815@okaxis,7318.91,SUCCESS,0,7,20,6,2024
2bbe78fb-daba-4282-a8f0-0d861f9798e4,Oorja Dhar,4540498260@okhdfcbank,Pihu Bir,7473059523@okhdfcbank,2583.4,FAILED,1,17,13,6,2024
46bdb139-4097-44f1-a680-17a617ea1f03,Saira Saraf,9010546635@okhdfcbank,Urvi Mahal,1979679187@okicici,4443.71,FAILED,1,12,19,6,2024
1e1bd908-f570-4ad7-8972-f652348b6d56,Ela Goda,3185953616@okhdfcbank,Pari Sharma,0214822935@okybl,235.97,SUCCESS,0,17,27,6,2024
e10612c5-25f6-4518-baff-0c733b824e94,Divyansh Sani,8016569457@okhdfcbank,Advik Choudhry,8059500176@okhdfcbank,2302.27,SUCCESS,0,7,16,6,2024
807cd9df-73ea-4dae-abe2-c3dff17a4399,Ayesha Salvi,5224133604@okybl,Krish Barad,0119885035@okhdfcbank,8171.91,FAILED,1,2,9,6,2024
426c66c0-5867-4339-ae1a-de956debe74c,Tarini Samra,8253796679@okaxis,Aniruddh Mahal,5396425543@okaxis,2969.81,FAILED,1,17,26,6,2024
3cef3f9b-e785-4b35-b3b2-2de693c2c3b8,Pihu Balakrishnan,5576002311@oksbi,Ahana  Devi,9299620382@oksbi,9181.66,SUCCESS,0,18,12,6,2024
d2677e72-9b87-45f7-ba71-819406449f4e,Ryan Gupta,0843515089@okicici,Vihaan Kuruvilla,7747655583@okhdfcbank,6826.46,SUCCESS,0,0,18,6,2024
b215615a-2ff5-4dac-89f6-c1c968e2204a,Arnav Devan,7004607190@okaxis,Raunak Vora,3669337603@oksbi,9544.38,FAILED,1,7,25,6,2024
84d331ab-25dd-4c1f-91ce-34d150cf1ce4,Ritvik Sachdeva,3842469224@oksbi,Trisha Chada,1671358243@okaxis,4573.29,FAILED,1,8,22,6,2024
7f76d5e5-d0b9-4d65-ac40-958592f27a24,Advik Chana,5039765312@okicici,Yakshit Jain,2252172328@okybl,8100.64,FAILED,1,3,13,6,2024
c332fc27-6767-41b3-9aa9-7143d7c9ea10,Keya Ram,9574153981@oksbi,Anahi Shanker,6365927094@okaxis,8077.42,FAILED,1,13,13,6,2024
2c18b957-af1b-4924-90bf-bcd757f335dd,Eva Bains,1407342852@okybl,Ivan Arora,2316883027@okicici,3400.87,FAILED,1,11,22,6,2024
fe47b1e2-6f06-40f4-a2a2-f74d864bcda8,Shaan Vyas,5043662422@oksbi,Mohanlal Bath,9799702079@okaxis,2210.48,FAILED,1,13,3,7,2024
5791708f-5953-4c3c-bb76-0c003ad2c9cb,Yakshit Gara,8836773378@oksbi,Bhamini Choudhury,8563224108@okaxis,2725.07,SUCCESS,0,0,14,6,2024
9b936eaa-c86e-4e6c-8085-4f05d6fea362,Arnav Issac,6122903319@oksbi,Manikya Sura,1769251462@okicici,2349.55,FAILED,1,17,12,6,2024
f195cc18-ca2c-4dcc-b2c6-63b07c9e3d61,Mishti Ramachandran,6698469329@okybl,Amira Dada,8292345929@okicici,4410.95,SUCCESS,0,19,7,6,2024
51de0122-bf9d-4aa5-bea7-73cbd0ae32fd,Pranay Gopal,2575877412@okaxis,Stuvan Contractor,1716862719@okhdfcbank,4761.12,SUCCESS,0,13,18,6,2024
7e0a5018-1207-431f-98da-d66888f2d9cb,Saanvi Chaudhari,9835546304@okaxis,Aaryahi Bhatti,2484766586@okybl,1549.85,FAILED,1,16,21,6,2024
dda552ae-e710-481b-904f-59b24ea44926,Mohanlal Mann,9925493068@okhdfcbank,Dharmajan Bhandari,5713405521@okhdfcbank,8671.53,FAILED,1,2,18,6,2024
9961f88e-bcd5-46ec-bcf4-6f2740f4baac,Heer Gopal,3356844739@okybl,Alia Sura,7680289458@okaxis,5838.22,SUCCESS,0,15,14,6,2024
1861fa1b-207c-4583-a385-826ca010a1e6,Hiran Basu,1772581333@oksbi,Bhamini Lalla,8473355775@okicici,2387.31,SUCCESS,0,8,19,6,2024
64477709-b886-4cd3-829f-ea7d93cc29b6,Nehmat Samra,4103482423@okybl,Raunak Aggarwal,8917921650@okybl,4842.68,SUCCESS,0,22,12,6,2024
645cddcd-93fb-435d-aa1b-a4f6ccf7b77f,Oorja Tank,9297497792@okhdfcbank,Tiya Sachdeva,7994976883@okicici,1621.36,FAILED,1,4,29,6,2024
9a06b033-fef3-42bc-a78c-4fe4a4d11062,Raunak Dada,0982261248@oksbi,Bhavin Kala,1592364433@okicici,4604.21,SUCCESS,0,7,20,6,2024
3bcde7c6-3b0d-4fc8-abf0-2625e226528a,Jivin Atwal,9698181003@okybl,Hridaan Srinivasan,3692819098@okhdfcbank,2682.31,FAILED,1,23,24,6,2024
5172f563-29d4-4a25-8b73-905d10216645,Shlok Bali,4879596432@okaxis,Indrans Kala,3623156450@oksbi,4922.14,SUCCESS,0,18,14,6,2024
7e1766b7-2bf4-49ba-a5bb-1b417ad1146d,Ayesha Chad,9509273772@okybl,Nitara Golla,1099495099@oksbi,6196.79,FAILED,1,16,28,6,2024
4c6dbea5-da4b-4973-9167-b318331deb91,Sara Hans,0188594615@oksbi,Ela Vora,4723764571@okybl,3304.96,FAILED,1,14,1,7,2024
331265d2-53c7-4749-a988-4723da0ccccb,Vardaniya Basak,6575735090@okhdfcbank,Ishaan Lala,8554862168@oksbi,7738.84,FAILED,1,15,10,6,2024
36a74625-2fef-499c-ba53-8efb1c147914,Eshani Bala,3969824584@oksbi,Kiaan Ben,0747859762@okaxis,3285.96,SUCCESS,0,10,1,7,2024
56c89ca9-6c78-45d0-ad83-622c8c27d4d7,Ivan Karpe,1466166323@okybl,Samaira Sawhney,7834651873@oksbi,565.64,SUCCESS,0,3,27,6,2024
5cc981c4-46e8-4488-988c-aec3651313ac,Rhea Vala,9588112129@oksbi,Samarth Gala,6807400409@okaxis,3280.9,FAILED,1,0,19,6,2024
7fefe9e9-5278-440a-8c40-70f1aa1ca29c,Jayesh Tella,3974169092@oksbi,Zaina Chahal,1366362827@okaxis,4003.92,FAILED,1,21,23,6,2024
0deeb06f-714a-4ac1-888b-c25013f2644d,Yuvaan Khurana,1302246543@okybl,Mehul Garg,7236133296@oksbi,5606.87,SUCCESS,0,11,13,6,2024
9e99e59d-a2b2-42bd-ae44-d0960d11ef9f,Abram Hayre,5830282113@okaxis,Baiju Dhawan,2326443862@okhdfcbank,7048.06,SUCCESS,0,7,17,6,2024
44424015-33dc-4013-985a-5efe6f75c705,Vedika Mand,4430323664@okybl,Bhavin Sama,0569300982@okaxis,3599.49,SUCCESS,0,2,24,6,2024
064243ec-0c36-4699-998a-9223cef63638,Hridaan Bakshi,9812807535@okaxis,Dhanuk Srinivas,8815792253@okhdfcbank,3410.39,FAILED,1,18,6,6,2024
bb75729e-399f-423b-9969-9c3613692cb7,Tiya Behl,7503924934@okybl,Dhanuk Setty,4230831661@okhdfcbank,9883.66,FAILED,1,12,20,6,2024
dc808f2a-0f0e-4b35-8897-a25486d24d3d,Zain Mand,1970807862@oksbi,Ryan Chakraborty,6351652060@okybl,687.08,SUCCESS,0,14,18,6,2024
d39fcd99-5648-4b25-9bd9-b08cedfc4ce6,Chirag Chahal,9333005730@oksbi,Shanaya Manne,3780119928@okaxis,7571.36,FAILED,1,1,23,6,2024
64be3d14-30a7-434d-abf4-6ea076e911a3,Ishaan Khatri,9547855576@okhdfcbank,Trisha Ratti,9141909519@okaxis,1427.99,FAILED,1,12,12,6,2024
22ce368f-8067-40ef-9349-e54ea0cddb8c,Kiaan Krishna,8812138873@okicici,Krish Khosla,8917345014@oksbi,5772.75,SUCCESS,0,6,12,6,2024
d2f162b8-1247-4f43-91db-a4a7bdd6cb5b,Riya Wagle,0266536269@oksbi,Ehsaan Loke,3716645063@okhdfcbank,6043.81,FAILED,1,14,20,6,2024
4adae0ed-37e5-47a3-a8fc-2758fa6b66d2,Jiya Anne,9093727164@okybl,Jivin Dugar,3300041580@okhdfcbank,9028.46,SUCCESS,0,23,16,6,2024
969fed95-efd5-4e0e-a573-4952b2fa2866,Yashvi Balasubramanian,3764092035@okhdfcbank,Dishani Kaul,3516033313@okicici,8423.32,FAILED,1,2,23,6,2024
7bbdab6f-07ca-44c2-afa9-9b3640c29fb1,Shlok Kumar,5454057781@okaxis,Kartik Choudhury,3065756185@oksbi,4813.53,SUCCESS,0,19,1,7,2024
170385a7-f8bc-49de-a637-9381e21b26f6,Saira Dutta,0985258405@okaxis,Pranay Bala,9058370545@okhdfcbank,8675.05,SUCCESS,0,5,9,6,2024
3b7733d5-bcfc-4a88-b67b-cb1dec178fb7,Nakul Bose,6318077256@okybl,Kiaan Koshy,5593116014@okaxis,6279.11,FAILED,1,9,17,6,2024
e1dfaaf1-2b11-4e7f-a0b9-7ea80099bce3,Parinaaz Garg,0195292545@oksbi,Dhruv Mani,2665877988@oksbi,5956.66,FAILED,1,5,8,6,2024
359683a9-79a5-4f1d-bbdf-d4d83f8d125f,Hiran Acharya,1303444511@okaxis,Navya Tailor,0466780047@okybl,9587.68,FAILED,1,4,1,7,2024
6a1e3095-f393-42b3-8d52-400c22cba0dc,Tushar Gera,4255318676@okhdfcbank,Samiha Saini,6470323415@oksbi,502.41,SUCCESS,0,16,17,6,2024
3be34dcb-af1f-42cd-bbcc-1b9ca68cccb5,Mannat Bala,2449948138@okhdfcbank,Anvi Mann,2349326578@oksbi,447.59,SUCCESS,0,16,14,6,2024
445cc6c5-a85f-42c8-bcb6-c1a03bcb91e1,Kismat Deshpande,4679741838@oksbi,Raghav Chacko,9317976466@okicici,9601.56,SUCCESS,0,21,24,6,2024
1c00d3dc-380a-4fec-bf2e-1e10cf262091,Kashvi Dasgupta,8223200433@okicici,Nitya Arora,6840868692@okybl,3364.17,SUCCESS,0,20,24,6,2024
7dad9486-5365-4a1e-8013-2d0d38ee728b,Vidur Bhatnagar,7108590773@okybl,Divij Karpe,2921584136@oksbi,676.24,FAILED,1,6,10,6,2024
d1d13d11-efba-4833-a2bf-0f17dc02447f,Neelofar Magar,7616681096@okybl,Advik Kashyap,7699270120@oksbi,2637.87,SUCCESS,0,5,18,6,2024
98c53353-3691-4687-a078-efb3e164fd88,Armaan Khalsa,6770773280@okybl,Ranbir Thakkar,9929429249@okybl,3375.78,FAILED,1,7,27,6,2024
683e0467-cf45-4a75-8a68-c9426aedaa49,Bhavin Kade,1399537669@okaxis,Onkar Bajaj,6206246541@okhdfcbank,5165.6,FAILED,1,15,14,6,2024
5dafe924-4853-4510-95b3-252fb89036dc,Anika Subramanian,3791981364@okhdfcbank,Indranil Gupta,4703296519@oksbi,9128.33,SUCCESS,0,22,3,7,2024
0ca68b6a-9017-4406-8a93-f56adf516278,Riya Thaker,1479339861@okicici,Anahita Magar,8307656219@okicici,3396.41,SUCCESS,0,16,21,6,2024
4fdcda14-490a-4a4b-a511-fd9e4130fc4f,Mahika Wason,0851187428@okhdfcbank,Romil Hegde,0219497718@oksbi,4365.3,SUCCESS,0,7,13,6,2024
9e86ca6a-de46-4e0a-9741-e9388f838820,Nitara Sule,0578448102@oksbi,Elakshi Chokshi,8113796659@okhdfcbank,3096.42,FAILED,1,4,3,7,2024
e2bf46d8-4e1f-45cc-9488-97ae7b9bfd61,Yuvaan Trivedi,6472316221@oksbi,Ishita Chatterjee,6843297755@okicici,5597.77,SUCCESS,0,23,8,6,2024
8139bbb6-ec34-41b7-b161-5c77c57641d3,Gatik Rege,8013364476@oksbi,Yasmin Borde,2330283256@okaxis,6679.63,SUCCESS,0,23,5,6,2024
bcbdb478-f82f-42e7-988a-618c51b0f5e8,Onkar Korpal,2528739271@okicici,Nirvaan Maharaj,8560484852@oksbi,4778.31,SUCCESS,0,5,27,6,2024
9bb657ae-fa35-4deb-a243-9d70e29738e5,Romil Bobal,5014697640@okybl,Alia Shere,5561750978@okaxis,1680.69,SUCCESS,0,6,6,6,2024
a732ef73-3a2d-4e21-a587-d1d496a29ad6,Shayak Dora,1033788927@okaxis,Sara Aggarwal,1112447013@okaxis,848.66,SUCCESS,0,11,26,6,2024
7b5f0235-3b54-4dd8-9b07-5d0cdaf363c0,Tiya Mani,2079266341@okaxis,Navya Kala,3434298559@oksbi,9212.59,FAILED,1,16,13,6,2024
7a887b29-98d3-425b-b173-a8462b7cad5d,Priyansh Yohannan,5353961984@okaxis,Samar Sagar,5231780466@oksbi,516.73,SUCCESS,0,12,19,6,2024
247cfd80-21c1-4a8c-bb2d-dd4453184bc9,Himmat Chaudhuri,8019303209@okhdfcbank,Drishya Ganesan,7377508820@oksbi,5741.0,FAILED,1,8,15,6,2024
224033c6-12ce-4275-ba1f-cb6727496e4f,Stuvan Khalsa,5705782401@okybl,Ira Behl,7590543708@okybl,7082.09,SUCCESS,0,12,5,6,2024
a4a08a97-09f6-4efe-a825-b7d7f52da332,Riya Dalal,4010996215@okybl,Yakshit Ben,3188077697@okhdfcbank,305.83,SUCCESS,0,3,17,6,2024
20339cf2-ce5f-4a8f-a44e-682a37eb79ab,Mohanlal Mammen,0157551062@okybl,Mehul Comar,9801224084@okhdfcbank,3667.42,FAILED,1,10,29,6,2024
faf020fb-feea-415e-91f5-ed8ba5c76d60,Priyansh Doctor,6898542101@okhdfcbank,Khushi Ganguly,4387878239@okicici,2300.11,SUCCESS,0,14,8,6,2024
4b483507-686e-40ca-80bd-69f8913d5829,Jayan Balan,5306445590@okaxis,Ela Salvi,3291269218@okybl,3812.34,SUCCESS,0,20,9,6,2024
d5af673b-514b-48f9-869b-001fb04cf079,Mishti Chaudhry,5645930257@okicici,Nayantara Chacko,6718894386@okhdfcbank,3034.93,FAILED,1,11,10,6,2024
b2c70126-9eb4-406c-81f0-ba9886b557ea,Prerak Lanka,1013933291@okhdfcbank,Jayan Bedi,5826134954@okybl,4245.79,SUCCESS,0,5,21,6,2024
e96988fb-1def-4ef1-8dff-edcf2d74ad27,Onkar Barad,4871618012@oksbi,Madhav Lata,7727571332@okicici,9383.72,SUCCESS,0,2,14,6,2024
b9fb5dc4-2e04-4a3c-bfce-ca646e4d86f0,Ivana Saraf,2098056642@okybl,Keya Sunder,4140062352@okicici,1779.82,FAILED,1,2,11,6,2024
fd23941e-6e57-4f88-8b36-8a051fa58859,Jayan Borde,4829799801@okhdfcbank,Aarna Zachariah,6630701368@okicici,6176.64,FAILED,1,12,15,6,2024
d2083832-2ba7-43a2-943e-acdf28fb48b8,Dharmajan Gill,0317344963@okicici,Amani Banerjee,1809433425@okybl,8634.44,FAILED,1,9,13,6,2024
3b86e2b1-23de-4e43-89e5-d313fda3ac65,Charvi Khanna,4668699489@oksbi,Seher Badami,0192097577@okicici,7128.77,SUCCESS,0,16,1,7,2024
b5e81832-e3e0-4161-8fbb-f011f3a55363,Ayesha Sen,2184121971@okaxis,Riya Yogi,0805878265@okicici,8311.32,FAILED,1,0,12,6,2024
1bdb2dfa-940c-4ddf-9e99-3552ba10f7c8,Anahita Golla,3789353811@okicici,Nishith Dass,1104921441@okicici,350.6,FAILED,1,8,19,6,2024
e90d6496-56de-4e00-8a7f-c001dc8cb20d,Madhav Seshadri,4063241105@okaxis,Samaira Kakar,8058071774@okaxis,5846.95,SUCCESS,0,17,19,6,2024
764d0501-7a75-49e9-9f75-1561af6cfb5e,Chirag Sehgal,0478452850@oksbi,Samar Batta,0674490151@okicici,1387.22,SUCCESS,0,11,28,6,2024
ea7a8976-1a2f-437d-b6fc-65695c89f70c,Vardaniya Gill,3826324459@okybl,Vardaniya Wason,7460253681@oksbi,3201.49,SUCCESS,0,9,21,6,2024
64210714-d6eb-4805-9f96-eeafdfe6f74b,Samarth Edwin,0532175823@okicici,Alia Varma,4430520060@oksbi,4861.1,SUCCESS,0,14,26,6,2024
0512959e-83ef-4325-8e7e-cf06f1d83e34,Arnav Choudhary,3722792817@okybl,Shalv Goel,0071316576@okybl,5359.0,SUCCESS,0,9,4,6,2024
f172fc8d-0c89-40cf-a0bc-27cc477f40c0,Yuvraj  Dube,6252628232@okhdfcbank,Shamik Tak,0375473489@oksbi,5648.53,SUCCESS,0,15,4,6,2024
492a8f5e-946b-465e-9af2-ecdb3a330401,Fateh Andra,9727460687@oksbi,Advika Deshpande,7631622590@okybl,9041.09,FAILED,1,15,10,6,2024
ea881988-35dc-4988-9ef3-3f5f8c56b570,Prisha Kashyap,8962519622@okybl,Shalv Srinivas,7636098038@oksbi,3203.37,FAILED,1,14,28,6,2024
3439d87b-2a6c-4ce7-bd4b-7e29f80322fe,Zoya Bail,8107448563@okhdfcbank,Renee Chaudry,3805312132@okhdfcbank,8520.42,SUCCESS,0,13,29,6,2024
c1e33699-cac5-4e77-88f7-b643efcb4ac0,Heer Dutta,9264045632@oksbi,Saira Chacko,9066412262@oksbi,2051.11,SUCCESS,0,7,22,6,2024
7dd6303f-eacc-43ba-9d44-ad906782bbed,Arhaan Shankar,7034908901@okhdfcbank,Rhea Sem,1011454822@okybl,4805.15,SUCCESS,0,13,16,6,2024
42d9370e-4e6a-4533-a388-e86558bd3578,Purab Jhaveri,7451240945@okicici,Nayantara Kibe,3602299216@okicici,9707.44,FAILED,1,22,10,6,2024
026355dc-01de-4424-9315-8ecacbadf8dd,Ayesha Mane,3738797628@okicici,Rohan Chad,9754546761@okicici,6515.54,FAILED,1,18,5,6,2024
a92f7bb2-4bfe-478f-b7f5-0d3c7060ff8f,Umang Andra,6819166195@okicici,Aarna Chad,1973003949@okybl,4173.68,SUCCESS,0,3,27,6,2024
2187aa4a-8d0b-417f-aae0-74bacff2ae96,Umang Tandon,1024707953@okaxis,Miraya Jha,7101152569@okicici,1680.81,SUCCESS,0,21,25,6,2024
517f7c65-7c88-4b76-bb2f-a737f7cdd47a,Divyansh Grover,5319587591@okicici,Aaryahi Talwar,5580756758@oksbi,914.2,SUCCESS,0,14,1,7,2024
948d0721-b77f-431a-9c47-ea3fe10a8986,Indrajit Dube,4792232361@okaxis,Kismat Walia,2032864599@okhdfcbank,1723.16,FAILED,1,0,5,6,2024
07aa33e8-de5d-465b-bc0d-32bb60156a6f,Kimaya Dugar,9502039998@okaxis,Alia Bail,5749624020@okybl,2192.66,SUCCESS,0,17,27,6,2024
b1aab44e-4627-4bb8-b7ee-17359b128d3f,Nishith Jani,0840007859@okybl,Yashvi Gara,6424966676@okybl,1911.72,FAILED,1,23,4,6,2024
e815b5c8-d88d-491a-8b6a-3bcc1a9dfa5a,Sahil Bhatt,3461228485@okaxis,Raghav Bahri,2390287630@okybl,7014.04,SUCCESS,0,20,29,6,2024
c0dc63ed-a271-404c-b05b-66eea26e01f4,Kismat Bhagat,1085626417@okaxis,Darshit Sura,5142464441@okicici,3775.69,SUCCESS,0,15,3,7,2024
a709fafd-5aac-4a7d-93e0-db13820dcc52,Anya Sankaran,0406146044@okhdfcbank,Manjari Mammen,0708736734@okaxis,9233.41,SUCCESS,0,11,17,6,2024
7aba4a9d-491d-4630-8e9b-ec13b7b332fe,Ivana Rajan,0985570316@okhdfcbank,Shlok Choudhury,8990759858@okicici,6302.96,FAILED,1,3,11,6,2024
d28bcd7c-ed99-4cad-a286-b336ea3dbbf3,Nirvi Kata,4780418075@okybl,Umang Yohannan,5443874423@oksbi,3153.75,SUCCESS,0,0,3,7,2024
68cc15dd-b253-4abb-ae95-76f23624665c,Aarna Rastogi,3696013432@okybl,Ranbir Chhabra,8031960611@okaxis,8800.68,FAILED,1,11,25,6,2024
96f70382-8955-4858-a279-14b32cc26103,Kavya Mani,5484072152@okybl,Mahika Iyengar,6772755458@okhdfcbank,6836.6,FAILED,1,4,2,7,2024
ca3efe60-77f7-4c52-b87e-835f2a5e7084,Priyansh Kibe,0745617012@okaxis,Vritika Kala,1798998963@okhdfcbank,5639.3,FAILED,1,20,14,6,2024
3f2d11aa-6a22-4fee-9764-1e94edc5f03a,Manjari Sampath,2982692270@okicici,Aaryahi Guha,7681118283@okaxis,3309.16,FAILED,1,13,24,6,2024
f6a1a911-4436-4ac5-841b-b5dc4490dbb4,Raunak Rao,8177747026@oksbi,Aradhya Dewan,5086771673@okaxis,2377.11,SUCCESS,0,6,24,6,2024
5f7bf32e-9c62-4539-b7be-00d371d09f97,Mamooty Mane,5468320947@oksbi,Seher Bhardwaj,2751076924@okhdfcbank,7458.39,SUCCESS,0,22,11,6,2024
e680b426-56f0-47cf-bfa5-6ff4ffb83cd2,Anvi Viswanathan,2353247072@okaxis,Shalv Thakur,5259966569@okicici,3496.67,FAILED,1,4,21,6,2024
301c14d4-fc65-45b5-9300-1212267235fa,Nehmat Sarma,0509129844@okybl,Baiju Samra,0840982695@oksbi,9437.59,SUCCESS,0,2,17,6,2024
dbcd8fde-ef12-4429-a895-4f9cf2ecaaa7,Tara Sethi,9221344086@okhdfcbank,Myra Jha,2992364790@okybl,3867.81,FAILED,1,9,28,6,2024
62660621-a015-4ad9-9fca-6dcb0c6c357e,Ayesha Sekhon,1546796206@okhdfcbank,Stuvan Dar,7966207941@okicici,28.52,FAILED,1,23,30,6,2024
e2e78475-164a-428c-8136-25270e41a084,Tarini Tailor,8746222631@okybl,Vihaan Badami,0890046737@oksbi,6752.68,SUCCESS,0,7,8,6,2024
be360a78-f0be-4606-bded-fa0fcf7f49d4,Ojas Bhatia,6660436302@okicici,Jayesh Kalita,5942588030@okaxis,1598.09,SUCCESS,0,22,15,6,2024
8893686f-2013-4720-bfc7-50b5da54cb21,Aarush Johal,6807748770@okybl,Himmat Kade,4180532196@okhdfcbank,330.09,FAILED,1,8,8,6,2024
44a16df3-b016-4684-9761-0db12b74ea58,Baiju Gulati,5764250189@okhdfcbank,Lakshit Sachdev,0881188606@okybl,8855.93,SUCCESS,0,20,3,7,2024
5ac6a8cc-58a5-44a9-b20f-a1a95ed2ecf1,Hazel Amble,3430838626@oksbi,Kimaya Dash,5531675972@okaxis,4268.55,SUCCESS,0,11,12,6,2024
8332d8ea-5bda-4494-91c7-7d34349c1f37,Tiya Som,4591938420@okybl,Kismat Dey,6074050954@okybl,8666.18,SUCCESS,0,11,11,6,2024
8de06bc6-1ea5-4448-bd4c-8a4e62178995,Biju Chaudhary,1505019996@oksbi,Pihu Randhawa,2794983523@okybl,9468.41,SUCCESS,0,13,20,6,2024
52059936-f18b-4088-87d6-005683a9bd10,Sumer Golla,8286897884@okybl,Shanaya Mangal,8699344815@okaxis,2803.53,SUCCESS,0,0,3,7,2024
bb6aef75-74e6-40e3-84e2-281f0b3a537f,Drishya Som,1075152669@oksbi,Lavanya Bala,3039738440@okicici,4362.86,FAILED,1,13,12,6,2024
f5cca819-7751-48a1-bc0c-ecec750053db,Mamooty Sidhu,3722762569@oksbi,Armaan Sahota,5722526561@okybl,4760.86,FAILED,1,8,26,6,2024
ac836136-6bb0-42b3-b3f4-e01808d9c9b4,Onkar Kuruvilla,7673112158@okhdfcbank,Advik Arora,8536858349@okaxis,4100.68,FAILED,1,7,8,6,2024
2564833d-402f-4952-980f-494604278e5a,Aarna D’Alia,2647723902@oksbi,Hridaan Sinha,2441611299@oksbi,9813.22,SUCCESS,0,17,19,6,2024
c2087bc4-8674-424b-9af9-a4795f9ed850,Sumer Tiwari,8033671210@okybl,Alisha Behl,1712275040@oksbi,5580.42,FAILED,1,16,26,6,2024
82d1fcce-9ea7-43bb-9de5-0e614d5f037d,Rohan Ramachandran,5817344595@okicici,Gatik Rau,3843783335@okicici,8170.19,FAILED,1,19,29,6,2024
faefe616-2031-4dbf-8619-9fe345e2027e,Parinaaz Bhakta,1906854680@okhdfcbank,Amira Lall,7745223815@okybl,7287.99,SUCCESS,0,17,28,6,2024
8cc7b996-cd9f-4d48-8b91-2768b33f665a,Nayantara Sampath,1016813295@okicici,Farhan Dhaliwal,6585134227@okicici,9297.68,SUCCESS,0,12,30,6,2024
f3a01fd3-99e5-4d64-b250-f69118d92c8b,Pari Gola,8471853112@okaxis,Kavya Bahl,7633717196@okhdfcbank,2446.68,FAILED,1,11,20,6,2024
92dbd8ae-1e2d-4a28-b2e8-14fc14016949,Ranbir Dhar,7372313651@oksbi,Baiju Agrawal,2891356389@okhdfcbank,5743.74,SUCCESS,0,20,18,6,2024
7f4000a8-12ca-4034-9290-b966de4ce180,Ishaan Cheema,4381334435@okybl,Anahita Dara,1498236388@okybl,9314.85,SUCCESS,0,11,20,6,2024
ec3e86c5-a106-49a5-9b76-b5861af0dcba,Mamooty Bhardwaj,7389087707@okicici,Manjari Arora,8635820861@okybl,5180.4,SUCCESS,0,0,15,6,2024
80e7e291-ab10-4c72-adb5-9e923e230452,Mamooty Dewan,2852894881@okicici,Trisha Tella,6772041744@okybl,4424.36,SUCCESS,0,5,17,6,2024
b85affe6-99bc-4281-9cd8-012632c57334,Urvi Ramanathan,2089793499@oksbi,Stuvan Borah,4672090377@oksbi,1922.04,SUCCESS,0,20,21,6,2024
13b93023-1cea-4475-bb1d-192c2bd73ddd,Ayesha Sethi,1627452537@okhdfcbank,Fateh Gara,2509936499@okaxis,6697.77,FAILED,1,19,26,6,2024
b639c0f1-a01e-46c7-aba1-c9036d38b78d,Jiya Doshi,9488467651@okybl,Ranbir Luthra,1410480288@okhdfcbank,7315.5,SUCCESS,0,12,7,6,2024
2ba823a5-3002-410d-80fd-0c92395835f1,Shray Sachdev,9971789252@okicici,Dhanuk Raju,7128273323@okhdfcbank,4159.75,FAILED,1,22,22,6,2024
e2cdf5d2-0a88-448b-a41e-18e64ecf1295,Vidur Sur,8710071433@okhdfcbank,Stuvan Varughese,9221453525@okhdfcbank,5268.57,FAILED,1,19,1,7,2024
26d16221-172d-469c-b5a9-cddeae89ca07,Devansh Kumar,6706483439@okicici,Eva Bhagat,6796250439@okhdfcbank,1412.47,FAILED,1,15,7,6,2024
cde0ea22-9787-40b7-886b-221a4fbd837f,Divij Dhaliwal,4335494849@oksbi,Tushar Kadakia,4818458156@okhdfcbank,2177.73,SUCCESS,0,6,4,6,2024
b7b6f2e1-18f2-4a6e-bd4a-36cb083e0f8b,Taimur Sahni,6502239601@okicici,Tarini Khurana,7696068832@okybl,5072.3,SUCCESS,0,1,28,6,2024
21d41479-8fec-4da4-b5b0-cbba4b905007,Taran Zacharia,5331216866@oksbi,Anya Shanker,8062998820@okhdfcbank,228.33,FAILED,1,14,27,6,2024
04945752-915d-4356-8ba6-bfd91ed6e78d,Charvi Zachariah,4950994660@okicici,Ehsaan Sharma,5476098502@oksbi,4325.47,SUCCESS,0,23,1,7,2024
a11f6e72-014e-4dac-9044-9cd7b7f7c2b6,Onkar Walia,2253566954@okicici,Romil Sant,4208921070@okybl,9428.09,FAILED,1,4,30,6,2024
1fa47bbe-73e6-44df-843d-12c94955028b,Rati Dhar,0378580206@okhdfcbank,Purab Bhagat,1633661498@okhdfcbank,4241.45,SUCCESS,0,9,7,6,2024
